COMUNA,n_per,n_hog,n_vp,n_hombres,n_mujeres,n_edad_0_5,n_edad_6_13,n_edad_14_17,n_edad_18_24,n_edad_25_44,n_edad_45_59,n_edad_60_mas,n_inmigrantes,n_estcivcon_casado,n_estcivcon_conviviente,n_estcivcon_conv_civil,n_estcivcon_anul_sep_div,n_estcivcon_viudo,n_estcivcon_soltero,n_cine_primaria,n_cine_secundaria,n_cine_terciaria_maestria_doctorado,n_analfabet,n_ocupado,n_desocupado,n_fuera_fuerza_trabajo,n_cise_rec_independientes,n_cise_rec_dependientes,n_transporte_auto,n_transporte_publico,n_transporte_camina,n_transporte_bicicleta,n_transporte_motocicleta,n_hog_unipersonales,n_hog_60,n_hog_menores,n_jefatura_mujer,n_tenencia_propia_pagada,n_tenencia_propia_pagandose,n_tenencia_arrendada_contrato,n_tenencia_arrendada_sin_contrato,n_tenencia_cedida_trabajo,n_tenencia_cedida_familiar,n_tenencia_otro,n_tipo_viv_casa,n_tipo_viv_depto,n_tipo_viv_mediagua,n_tipo_viv_pieza,n_viv_hacinadas,n_viv_irrecuperables,n_deficit_cuantitativo,n_serv_compu,n_internet,n_comb_cocina_gas,n_comb_cocina_lena,n_comb_calefaccion_lena,n_fuente_agua_publica,n_fuente_agua_pozo,n_fuente_agua_camion,n_fuente_agua_rio,n_serv_hig_alc_dentro,n_serv_hig_fosa,n_serv_hig_no_tiene,pct_cedida_familiar,pct_arrendada_sin_contrato,pct_propia_pagada,pct_propia_pagandose,pct_mediagua,pct_hacinamiento,pct_viv_irrecuperable,pct_deficit_cuanti,pct_sin_agua_red,pct_sin_alcantarillado,pct_internet,pct_inmigrantes,pct_adulto_mayor,pct_ninos,pct_jefa_hogar,pct_hog_unipersonal,pct_profesional,pct_analfabeto,pct_desocupado,pct_independiente,pct_divorciado,pct_soltero,pct_viudo,pct_auto,pct_transporte_publico,pct_bicicleta,pct_camina,idx_precariedad_hab,idx_vulnerabilidad,idx_privilegio
PEDRO AGUIRRE CERDA,94610.0,31726.0,30436.0,46212.0,48398.0,5055.0,8974.0,4549.0,8521.0,26356.0,16594.0,24561.0,8769.0,21730.0,11456.0,577.0,6030.0,5335.0,33924.0,37838.0,34090.0,15006.0,1620.0,41644.0,4500.0,32726.0,15691.0,25363.0,8547.0,20467.0,3734.0,1481.0,715.0,6464.0,6255.0,10021.0,17050.0,14012.0,2373.0,4368.0,3726.0,199.0,4230.0,2815.0,25656.0,4433.0,12.0,284.0,2361.0,105.0,4427.0,15356.0,29309.0,31143.0,24.0,63.0,29090.0,12.0,13.0,5.0,28103.0,16.0,15.0,13.332913068145999,11.744310660026477,44.16566853684675,7.479669671562757,0.03942699434879748,7.757261138125903,0.34498620055197793,14.545275331843868,0.0985674858719937,0.10185306873439347,92.38164281661729,9.268576260437586,25.96025790085615,14.82824225768946,53.74141083023388,20.37445628191389,15.860902652996511,1.712292569495825,9.752080443828017,16.58492759750555,6.373533453123348,35.85667477010887,5.638938801395201,9.033928760173342,21.633019765352497,1.5653736391501953,3.946728675615686,5.7950307927651,16.006568737414817,38.29108567231111
PEÑAFLOR,93036.0,30243.0,32479.0,44899.0,48137.0,5548.0,10598.0,5405.0,9035.0,26787.0,18400.0,17263.0,3196.0,23783.0,12454.0,701.0,5257.0,3493.0,29641.0,33140.0,32244.0,19762.0,1448.0,40129.0,4267.0,30718.0,13108.0,26402.0,14052.0,13511.0,2499.0,1674.0,551.0,4793.0,4214.0,11579.0,15279.0,13168.0,7555.0,3924.0,1868.0,293.0,2526.0,902.0,29709.0,2534.0,81.0,17.0,1770.0,245.0,2257.0,17426.0,28613.0,29766.0,46.0,1558.0,27442.0,1712.0,133.0,31.0,26590.0,2208.0,35.0,8.35234599742089,6.176635915749099,43.54065403564461,24.98098733591244,0.24939191477570122,5.449675174728286,0.7543335693832938,6.949105575910589,5.776039902706364,6.9060008005172575,94.61032304996198,3.43522937357582,18.55518293993723,17.35457242357797,50.52078166848527,15.848295473332671,21.241239950126833,1.5563867750118234,9.611226236597892,14.089169783739628,5.6505008813792506,31.8597102196999,3.754460638892472,15.103830775183798,14.522335440044715,1.7993034954211273,2.686057010189604,3.7802278559585334,14.724040135938885,41.37739896076059
PEÑALOLÉN,232654.0,74510.0,73930.0,112222.0,120432.0,11856.0,24361.0,13154.0,24328.0,65031.0,49196.0,44728.0,18671.0,59861.0,29338.0,1524.0,12274.0,8966.0,80414.0,82942.0,74127.0,57444.0,3528.0,112892.0,9789.0,69252.0,39531.0,71986.0,34539.0,50891.0,6615.0,2508.0,1924.0,11873.0,10182.0,26371.0,39482.0,32968.0,13180.0,11365.0,6747.0,374.0,7199.0,2664.0,60951.0,12439.0,60.0,295.0,4401.0,355.0,6910.0,44471.0,70747.0,71290.0,35.0,139.0,70339.0,80.0,28.0,633.0,68273.0,855.0,43.0,9.661790363709569,9.055160381156892,44.24640987786874,17.688900818682058,0.08115785202218315,5.952928445827134,0.48018395779791695,9.346679291221426,1.002299472473962,1.2146625185986744,94.94967118507583,8.02522200349016,19.225115407429058,15.566893326570789,52.98886055563011,15.934773855858275,24.690742475951414,1.5164149337643023,7.979230687718554,16.991326175350522,5.275645378974787,34.563772812846544,3.853791467157238,14.845650622813276,21.87411349041925,1.0779956501929904,2.843278000808067,4.432052283040669,14.633227254613708,42.64021006772387
PIRQUE,27639.0,8692.0,9701.0,13680.0,13959.0,1685.0,3050.0,1531.0,2566.0,7618.0,5499.0,5690.0,445.0,8424.0,3840.0,183.0,1234.0,920.0,7788.0,9678.0,8348.0,7181.0,371.0,12966.0,916.0,8430.0,5026.0,7721.0,5829.0,3072.0,546.0,435.0,173.0,1213.0,1390.0,3363.0,3788.0,5280.0,939.0,665.0,381.0,298.0,992.0,136.0,9589.0,2.0,29.0,8.0,437.0,106.0,557.0,5333.0,8293.0,8434.0,31.0,3109.0,6848.0,1019.0,235.0,336.0,1316.0,6809.0,30.0,11.41279337321675,4.383341003221353,60.74551311550851,10.803037275655775,0.29893825378826927,4.504690238119782,1.0926708586743634,5.741676115864344,16.39006288011545,70.49788681579219,95.4095720202485,1.6100437787184774,20.58685191215312,17.131589420746046,43.58030372756558,13.955361251725726,25.981403089836824,1.34230616158327,6.598472842529896,18.184449509750714,4.464705669524947,28.177575165526974,3.328629834653931,21.08976446325844,11.114729187018343,1.573863019646152,1.9754694453489634,3.8285480814219053,12.178786133605776,49.317942158304994
PROVIDENCIA,142742.0,68609.0,75834.0,66673.0,76069.0,6727.0,9220.0,3974.0,11827.0,56570.0,25101.0,29323.0,15618.0,35516.0,21500.0,1664.0,9863.0,5847.0,51055.0,17122.0,27578.0,89181.0,244.0,85469.0,3749.0,36108.0,26110.0,58314.0,24345.0,27438.0,9653.0,5754.0,672.0,26590.0,12145.0,12091.0,36496.0,16557.0,12851.0,32506.0,2592.0,481.0,2772.0,835.0,7570.0,67810.0,6.0,358.0,1080.0,60.0,2916.0,61784.0,67685.0,52201.0,3.0,4.0,66684.0,5.0,1.0,3.0,66504.0,12.0,9.0,4.040286259820141,3.777930009182469,24.132402454488478,18.730778760803975,0.007912018355882585,1.4241633040588655,0.07912018355882586,3.8452409209589367,0.011868027533823879,0.02769206424558905,98.65323791339328,10.941418783539532,20.54265738184977,11.171904555071388,53.19418735151365,38.75584835808713,62.47705650754508,0.17093777584733294,4.202066847497142,18.291743144974852,6.909669193369856,35.767328466744196,4.096201538439983,17.055246528702135,19.22209300696361,4.031049025514564,6.762550615796332,1.5501357159259908,12.278882490165385,49.124534577029145
PUDAHUEL,224986.0,73084.0,72656.0,108212.0,116774.0,12748.0,24069.0,12750.0,22619.0,66112.0,44495.0,42193.0,15029.0,56668.0,30323.0,1634.0,11906.0,8362.0,75423.0,84090.0,78391.0,43586.0,3267.0,103717.0,10256.0,69815.0,35985.0,66224.0,26413.0,50048.0,5542.0,2491.0,1396.0,11505.0,9699.0,26864.0,38712.0,33471.0,15004.0,10512.0,6226.0,477.0,5320.0,2063.0,59144.0,13081.0,132.0,139.0,4372.0,377.0,7189.0,40332.0,69351.0,71873.0,69.0,920.0,67727.0,1266.0,190.0,30.0,65789.0,2036.0,43.0,7.279295057741776,8.51896447922938,45.79798587926222,20.52980132450331,0.18167804448359393,6.017397049108126,0.518883505835719,9.894571680246642,2.045254349262277,2.8614292006166044,94.89217886267856,6.679971198207888,18.75361133581645,16.36412932360236,52.96918614197362,15.742159706638937,19.372760971793802,1.4520903522885868,8.998622480762988,15.994328535997795,5.291884828389322,33.523419234974625,3.716675704266043,11.739841590143387,22.244939685135964,1.107180002311255,2.4632643808948114,4.040144678178353,14.933401845026129,40.8776281458812
PUENTE ALTO,560713.0,180028.0,187499.0,269955.0,290740.0,32398.0,62247.0,32689.0,57618.0,166996.0,105959.0,102788.0,25885.0,144675.0,75295.0,3739.0,29102.0,17941.0,185473.0,198282.0,193460.0,122951.0,6517.0,259585.0,26014.0,169670.0,84442.0,171788.0,66142.0,131879.0,12143.0,3724.0,3436.0,26232.0,23681.0,68137.0,93352.0,87052.0,45148.0,22640.0,10938.0,710.0,9108.0,4416.0,165820.0,20374.0,563.0,422.0,9118.0,1031.0,12129.0,109247.0,172690.0,177102.0,142.0,1161.0,174314.0,183.0,520.0,118.0,171285.0,1747.0,82.0,5.059213011309352,6.075721554424867,48.354700379940894,25.078321150043326,0.30026826809742985,4.862959269116102,0.5498695993045297,6.4688345004506695,0.4378690019680105,0.9754718691833024,95.92396738285156,4.616443706495123,18.33165986877422,16.879401761685568,51.854156020174635,14.571066722954207,21.92761715886737,1.1622701810016889,9.10857531013764,15.059754277143567,5.190177506139505,33.07806310893452,3.1996761266458957,11.796052525980315,23.519875586975868,0.6641543891438223,2.165635539036905,3.0835010555847764,14.412979496613753,42.62869924340885
QUILICURA,203623.0,64323.0,66256.0,98581.0,105042.0,12798.0,22796.0,12797.0,22835.0,61385.0,42093.0,28919.0,26247.0,53085.0,27774.0,1365.0,9603.0,5242.0,67194.0,70872.0,73760.0,41627.0,1889.0,97377.0,9137.0,57397.0,29948.0,66324.0,26566.0,43770.0,5320.0,3364.0,1925.0,8590.0,6251.0,25809.0,32494.0,26086.0,18317.0,12080.0,4506.0,247.0,2146.0,935.0,49120.0,16508.0,255.0,178.0,3595.0,391.0,5202.0,38578.0,62476.0,63213.0,35.0,168.0,61844.0,138.0,296.0,19.0,61453.0,277.0,23.0,3.336287175660339,7.005270276572921,40.55470049593458,28.476594686193117,0.3848708041535861,5.425923689929968,0.5901352330354986,7.8513644047331566,0.6837116638493118,0.45278918135716006,97.128554327379,12.88999769181281,14.202226663981968,17.480343576118614,50.516922407226026,13.354476625779272,20.44317194030144,0.9276948085432393,8.578215070319395,14.707572327291121,4.716068420561528,32.99921914518497,2.57436537129892,13.04665975847522,21.49560707778591,1.6520727029854192,2.612671456564337,3.132222509407073,13.626634122832083,40.334404548041654
QUINTA NORMAL,127669.0,44983.0,46076.0,62221.0,65448.0,7591.0,12606.0,6258.0,12307.0,42177.0,22638.0,24092.0,34930.0,26951.0,20206.0,912.0,6955.0,5134.0,45109.0,40884.0,47684.0,28029.0,1115.0,64789.0,5726.0,34387.0,20410.0,43550.0,11608.0,35322.0,4856.0,1991.0,1323.0,10030.0,6308.0,14929.0,22985.0,11696.0,5423.0,15268.0,5124.0,388.0,4274.0,2805.0,25611.0,18187.0,85.0,1952.0,4138.0,343.0,6426.0,23889.0,42905.0,40563.0,28.0,50.0,42393.0,12.0,11.0,10.0,40185.0,52.0,26.0,9.501367183158083,11.390969921970521,26.00093368605918,12.05566547362337,0.1844778192551437,8.980814306797464,0.7444222588766386,13.946523135688862,0.07162080041670284,0.16928552825766124,95.380477069115,27.35981326712044,18.870673381948635,15.819815303636748,51.097081119534046,22.297312317986794,21.954429031323187,0.873352184163736,8.120258101113238,15.986652985454574,5.447681112877833,35.33277459680894,4.021336424660646,9.092262021320758,27.666857263705364,1.5595015234708505,3.803585835245831,5.602055271038845,14.028712433002966,35.28115663330186
RECOLETA,150729.0,54021.0,54304.0,73715.0,77014.0,8586.0,14471.0,7456.0,14562.0,46564.0,28300.0,30790.0,32251.0,30764.0,22663.0,1280.0,8611.0,6866.0,54951.0,55173.0,54486.0,28167.0,2072.0,72610.0,7053.0,45143.0,25751.0,45771.0,12339.0,38133.0,7017.0,2622.0,1060.0,13648.0,8135.0,16700.0,27917.0,17501.0,4587.0,13199.0,9881.0,388.0,5916.0,2544.0,33078.0,14508.0,57.0,6326.0,5867.0,425.0,8914.0,26806.0,50635.0,49367.0,34.0,53.0,50465.0,30.0,17.0,15.0,45718.0,51.0,35.0,10.951296717943022,18.29103496788286,32.39666055793117,8.491142333536958,0.10496464348850913,10.80399233942251,0.782631113730112,16.41499705362404,0.11417206835592222,0.158367707719505,93.73206715906777,21.39667880766143,20.427389553436964,15.296989962117443,51.67805112826493,25.26424908831751,18.687180303723903,1.374652522076044,8.853545560674341,17.08430361775106,5.712901963125875,36.45681985550226,4.555195085219168,8.186214995123699,25.29904663336186,1.739545807376152,4.655374878092471,7.3039985448597395,14.902320234607359,35.70880868933482
RENCA,142305.0,45949.0,46008.0,69260.0,73045.0,9119.0,16144.0,8528.0,14485.0,41534.0,26560.0,25935.0,11847.0,31755.0,20373.0,965.0,7152.0,5645.0,48569.0,59348.0,50506.0,19095.0,2433.0,63319.0,6790.0,44103.0,21821.0,40589.0,14654.0,31087.0,3779.0,2123.0,1207.0,7641.0,6195.0,17813.0,24869.0,21912.0,7024.0,6325.0,4517.0,237.0,4447.0,1480.0,33829.0,11539.0,67.0,466.0,3409.0,233.0,5337.0,22512.0,42870.0,45059.0,56.0,113.0,43321.0,37.0,14.0,17.0,42081.0,90.0,22.0,9.678121395460185,9.830464210320137,47.68765370301856,15.28651330823304,0.14562684750478178,7.409580942444792,0.506433663710659,11.600156494522691,0.14780038254216657,0.24343592418709792,93.29909247208862,8.32507642036471,18.224939390745227,17.752714240539685,54.12304946788831,16.629306404927203,13.418361969010226,1.7097080215031095,9.684919197249997,15.33396577773093,5.025824812901866,34.13021327430519,3.9668318049260387,10.297600224869118,21.845332208987738,1.491866062330909,2.6555637539088575,4.934416861906867,15.832739540106285,39.05114324100018
SAN BERNARDO,300432.0,96073.0,99731.0,145357.0,155075.0,19688.0,35356.0,18627.0,31029.0,90627.0,54901.0,50204.0,17160.0,71895.0,42646.0,1962.0,14661.0,10502.0,98054.0,114735.0,103636.0,53713.0,4681.0,133199.0,14427.0,91428.0,43301.0,88171.0,33882.0,61853.0,8224.0,3120.0,2025.0,15250.0,12020.0,38648.0,49874.0,43352.0,20663.0,12567.0,8676.0,816.0,7493.0,2498.0,79747.0,18909.0,244.0,561.0,6370.0,579.0,8497.0,53577.0,91483.0,93905.0,129.0,1487.0,91900.0,271.0,357.0,35.0,88106.0,2554.0,93.0,7.799277632633518,9.030632956189564,45.124020276248274,21.50760359310108,0.24465813037069717,6.387181518284185,0.580561711002597,8.519918580982843,0.6647882804744764,2.6541396356198175,95.22238297960925,5.711775043936731,16.71060339777387,18.321616871704745,51.912608120908054,15.873346309577094,17.878588166373753,1.5580896841881025,9.772668771083683,14.412912073281142,4.879972839111679,32.63766842413591,3.4956329552111627,11.27776002556319,20.588019917984766,1.0385045534430422,2.7373914895883265,4.315354021719298,14.89824893165143,40.2008111338211
SAN JOAQUÍN,94824.0,33155.0,33528.0,45572.0,49252.0,4927.0,8722.0,4478.0,9306.0,28666.0,16944.0,21781.0,13623.0,20867.0,13010.0,728.0,5814.0,4798.0,34587.0,32780.0,34151.0,20778.0,1101.0,45026.0,4149.0,30470.0,14881.0,29511.0,9835.0,21948.0,3989.0,1780.0,740.0,7348.0,5672.0,9966.0,17331.0,12279.0,3585.0,7427.0,3448.0,208.0,3936.0,2271.0,22099.0,10276.0,25.0,1033.0,2449.0,150.0,3958.0,18656.0,31118.0,29611.0,21.0,41.0,31223.0,10.0,8.0,8.0,29882.0,25.0,19.0,11.871512592369175,10.399638063640475,37.03513798823707,10.812848740763084,0.07456454306848007,7.304342638988308,0.4473872584108805,11.805058458601765,0.07754712479121928,0.13123359580052493,93.85613029708942,14.366616046570488,22.969923226187465,14.39403526533367,52.272658724174335,22.162569748152617,21.91217413313085,1.1610984560870665,8.437214031520082,15.693284400573695,6.1313591495823845,36.4749430523918,5.059900447144183,10.371846789842234,23.146038977474056,1.877161899940943,4.206740909474395,5.293517981364941,14.811937994040303,38.529789053796705
SAN JOSÉ DE MAIPO,16357.0,5906.0,7562.0,8100.0,8257.0,919.0,1622.0,839.0,1471.0,4541.0,3268.0,3697.0,568.0,4016.0,2564.0,134.0,923.0,657.0,5260.0,5626.0,5244.0,4119.0,275.0,7677.0,628.0,5223.0,3051.0,4476.0,2436.0,1696.0,1051.0,48.0,54.0,1357.0,1133.0,1882.0,2862.0,2990.0,402.0,671.0,334.0,310.0,840.0,359.0,7472.0,15.0,34.0,4.0,299.0,99.0,358.0,3398.0,5588.0,5728.0,93.0,2546.0,4296.0,310.0,293.0,857.0,1995.0,3140.0,23.0,14.222824246528953,5.655265831357941,50.626481544192345,6.806637317981713,0.449616503570484,3.95398042845808,1.3091774662787623,4.734197302300978,19.307061623909018,41.82755884686591,94.61564510667118,3.4725194106498747,22.601944121782722,15.534633490248822,48.459194039959364,22.97663393159499,25.1818793177233,1.6812373907195695,7.561709813365443,18.65256465121966,5.642844042306047,32.15748609158159,4.016628966191845,14.892706486519533,10.368649507855963,0.29345234456196123,6.425383627804609,4.387426286081341,13.726749823013604,44.644178577212834
SAN MIGUEL,149778.0,59786.0,65322.0,70667.0,79111.0,8769.0,13086.0,6031.0,12641.0,60939.0,24058.0,24254.0,38899.0,34419.0,27782.0,1517.0,8054.0,4757.0,49023.0,31985.0,42146.0,63648.0,602.0,86180.0,5078.0,34068.0,22011.0,63288.0,21736.0,43990.0,5196.0,1544.0,1478.0,15970.0,6997.0,17077.0,30051.0,10636.0,13862.0,28275.0,2773.0,212.0,2562.0,1460.0,14460.0,50114.0,12.0,668.0,3573.0,91.0,5148.0,44620.0,58538.0,39257.0,7.0,18.0,58012.0,8.0,5.0,3.0,57450.0,16.0,7.0,4.285284180242866,4.638209614290971,17.790118087846654,23.186030174288295,0.01837053366400294,5.469826398456875,0.13930988028535563,7.88095894185726,0.02449404488533725,0.0352101895226723,97.91255477871074,25.971103900439317,16.19329941646971,14.591595561430918,50.26427591743886,26.711939249991634,42.49489244081241,0.40192818705016753,5.564443665212913,14.695749709570164,5.377291725086461,32.73044105275808,3.1760338634512415,14.512144640734952,29.370134465675868,1.0308590046602304,3.469134318791812,2.7444822455984337,12.344531635136502,40.57044304248686
SAN PEDRO,11015.0,3931.0,5317.0,5645.0,5370.0,737.0,1256.0,555.0,990.0,2976.0,1970.0,2531.0,1180.0,2866.0,1945.0,71.0,393.0,441.0,3157.0,5549.0,3310.0,1044.0,346.0,4684.0,185.0,3989.0,2215.0,2388.0,1665.0,330.0,401.0,77.0,43.0,892.0,900.0,1371.0,1483.0,2721.0,45.0,124.0,496.0,198.0,287.0,58.0,5300.0,1.0,2.0,0.0,282.0,50.0,274.0,1356.0,3355.0,3806.0,100.0,1573.0,1994.0,1520.0,330.0,13.0,937.0,2531.0,28.0,7.300941236326635,12.617654540829307,69.2190282370898,1.1447468837445942,0.03761519653940192,5.30374271205567,0.9403799134850479,5.153281925898063,35.038555576452886,48.12864397216475,85.3472398880692,10.712664548343168,22.97775760326827,18.093508851566046,37.72576952429407,22.691427117781735,9.477984566500226,3.141171130276895,3.7995481618402134,20.10894235133908,3.5678620063549706,28.660916931457102,4.003631411711303,15.115751248297776,2.9959146618247843,0.699046754425783,3.6404902405810255,4.556343062266452,13.133501163962803,43.70170206835041
SAN RAMÓN,74802.0,24508.0,23355.0,36766.0,38036.0,4039.0,7267.0,3855.0,7465.0,20082.0,14858.0,17236.0,5659.0,16852.0,9357.0,496.0,4580.0,4311.0,26687.0,32262.0,27040.0,9047.0,1591.0,32706.0,3888.0,25547.0,12438.0,19800.0,6354.0,17289.0,2786.0,764.0,510.0,4770.0,4306.0,8010.0,12872.0,12084.0,1073.0,2873.0,2686.0,162.0,4128.0,1497.0,20007.0,2968.0,53.0,87.0,1879.0,286.0,4786.0,11105.0,22620.0,24135.0,30.0,84.0,21318.0,9.0,9.0,2.0,20486.0,23.0,11.0,16.843479680104455,10.959686632936185,49.306348947282515,4.37816223274033,0.22693213444658533,8.045386426889317,1.2245771783344037,20.492399914365233,0.08563476771569258,0.14557910511667738,92.29639301452586,7.565305740488222,23.042164648004064,15.114569129167668,52.52162559164355,19.463032479190467,12.094596401165743,2.126948477313441,10.624692572552878,16.627897649795457,6.122830940349189,35.67685356006524,5.763214887302478,8.494425282746452,23.11301836849282,1.0213630651586856,3.7244993449373007,6.533352275151342,16.149371755791467,38.578447263988934
SANTIAGO,432081.0,203830.0,236565.0,219003.0,213078.0,21279.0,30057.0,13986.0,45429.0,199846.0,69821.0,51663.0,174413.0,69538.0,91176.0,5269.0,21558.0,9509.0,178758.0,87245.0,142736.0,173448.0,1764.0,273901.0,15447.0,85340.0,79062.0,191684.0,30211.0,142638.0,38868.0,11786.0,4979.0,83149.0,20415.0,40440.0,98303.0,23012.0,23964.0,127680.0,19364.0,1322.0,6447.0,1985.0,27385.0,196060.0,53.0,12499.0,19388.0,570.0,25576.0,134239.0,198898.0,109225.0,34.0,41.0,197014.0,58.0,18.0,27.0,188633.0,53.0,37.0,3.1629298925575235,9.50007359073738,11.289800323799245,11.75685620369916,0.0224039904466003,8.195633335446917,0.24094857650117305,10.811404899287721,0.04353983049056284,0.038044512079132585,97.58033655497228,40.36581104005962,11.956785880425198,11.881105626028452,48.22793504390914,40.79330814894765,40.14247328625883,0.4082567851861109,5.3385542668344,18.297958021759808,4.9893422761010084,41.37140952738028,2.2007447677634517,6.9919760415292505,33.011865830712296,2.727729291498585,8.995535559304853,4.013076798570578,11.954133346385607,36.344144602317726
TALAGANTE,74653.0,23791.0,26796.0,36560.0,38093.0,4592.0,8386.0,4303.0,7138.0,21848.0,14090.0,14296.0,3878.0,19549.0,9857.0,493.0,4111.0,2724.0,23598.0,27398.0,25267.0,15190.0,1235.0,32372.0,3166.0,24633.0,10718.0,21170.0,11247.0,9066.0,2510.0,1411.0,378.0,3674.0,3428.0,9117.0,12217.0,12150.0,3946.0,3156.0,1505.0,309.0,2047.0,674.0,24700.0,1798.0,120.0,17.0,1299.0,293.0,1739.0,12973.0,22464.0,23305.0,79.0,2093.0,18967.0,3864.0,260.0,41.0,18407.0,4118.0,31.0,8.604093985120425,6.325921566979109,51.06973225169181,16.586103988903368,0.44782803403493054,4.8477384684281235,1.0934467831019554,6.489774593222869,15.543364681295715,15.483654276757724,94.42226051868353,5.194700815774316,19.149933693220632,17.384431971923433,51.35135135135135,15.442814509688537,20.347474314495066,1.6543206569059516,8.90877370701784,14.357092146330356,5.506811514607585,31.610250090418333,3.6488821614670544,15.06570399046254,12.144187105675593,1.890078094651253,3.3622225496631084,3.8143642525044363,14.750917416931227,43.32275487168528
TILTIL,19511.0,6494.0,8139.0,9809.0,9702.0,1371.0,2220.0,1126.0,1782.0,5716.0,3505.0,3791.0,989.0,5004.0,3263.0,132.0,914.0,685.0,5637.0,7844.0,6277.0,3581.0,413.0,8622.0,667.0,6324.0,2324.0,6149.0,3058.0,1477.0,1174.0,411.0,113.0,1138.0,1079.0,2500.0,3027.0,3668.0,671.0,518.0,478.0,200.0,745.0,214.0,8064.0,2.0,11.0,5.0,394.0,70.0,382.0,3318.0,6027.0,6313.0,89.0,1919.0,5394.0,312.0,593.0,43.0,2753.0,3096.0,33.0,11.472128118263011,7.360640591315059,56.48290729904527,10.332614721281184,0.13515173854281853,4.840889544170046,0.8600565179997542,4.693451283941516,11.647622558053815,38.444526354589016,92.80874653526332,5.068935472297678,19.430065091486853,18.405002306391268,46.6122574684324,17.523868186017864,18.35374916713649,2.1167546512223874,7.1805361179890195,11.911229562810723,4.684536927886833,28.891394597919124,3.5108400389523857,15.673209984111528,7.570088667930911,2.1065040233714316,6.017118548511096,4.277182169687724,13.80361435807295,44.1473882437295
VITACURA,85380.0,30719.0,34125.0,39421.0,45959.0,5939.0,7937.0,4019.0,7513.0,23097.0,15859.0,21016.0,9008.0,31845.0,4813.0,374.0,5820.0,4024.0,23200.0,14188.0,15563.0,47507.0,171.0,42880.0,1647.0,25213.0,17449.0,24681.0,22960.0,4787.0,2139.0,2123.0,443.0,6580.0,7327.0,8598.0,14669.0,11846.0,7185.0,10113.0,387.0,110.0,722.0,350.0,11739.0,22361.0,1.0,2.0,344.0,12.0,633.0,27440.0,30425.0,22868.0,1.0,7.0,30361.0,8.0,1.0,1.0,30322.0,17.0,1.0,2.3503369250301116,1.2598066343305447,38.56245320485693,23.389433249780268,0.0029304029304029304,1.008058608058608,0.035164835164835165,1.854945054945055,0.029304029304029304,0.05274725274725274,99.04293759562486,10.55048020613727,24.61466385570391,16.252049660342,47.75220547543865,21.419968097919853,55.64183649566643,0.20028109627547433,3.6988793316414763,20.436870461466388,6.816584680252986,27.172639962520496,4.713047552119934,26.89154368704615,5.606699461232139,2.486530803466854,2.505270555165144,0.8029134752960398,10.949440769742827,53.44818316669121
ÑUÑOA,239730.0,107714.0,120585.0,110759.0,128971.0,11489.0,17455.0,7856.0,18521.0,95933.0,40914.0,47562.0,32936.0,57584.0,40563.0,2662.0,16829.0,9395.0,80695.0,37170.0,51100.0,135272.0,698.0,141091.0,7533.0,58612.0,39909.0,99577.0,42860.0,58298.0,6288.0,7089.0,1531.0,35232.0,16567.0,22880.0,58109.0,24325.0,27502.0,45447.0,3787.0,268.0,4562.0,1804.0,21235.0,99016.0,4.0,184.0,2455.0,116.0,4859.0,90209.0,105882.0,70392.0,8.0,16.0,105129.0,9.0,2.0,4.0,104956.0,21.0,4.0,4.2352897487791745,3.515791819076443,22.582951148411535,25.532428467980022,0.0033171621677654767,2.035908280466061,0.09619770286519883,4.029522743293112,0.012439358129120536,0.02073226354853423,98.29919973262528,13.738789471488758,19.839819797271932,12.073582780628207,53.94749057689808,32.70884007649887,56.42681349851917,0.2911608893338339,5.0684949940790185,16.647478413214866,7.0199808117465485,33.660785049847746,3.918992199557836,17.878446585742296,24.318191298544196,2.9570767113002128,2.622950819672131,1.6963521634447107,12.80803690278046,46.938458657752726
